Member_number,Date,itemDescription
1212,2015-07-31,other vegetables
1233,2015-07-31,chicken
1233,2015-07-31,whole milk
1347,2015-07-31,whole milk
1347,2015-07-31,other vegetables
1364,2015-07-31,soda
1364,2015-07-31,whipped/sour cream
1386,2015-07-31,pork
1386,2015-07-31,soda
1800,2015-07-31,vinegar
1800,2015-07-31,rolls/buns
1905,2015-07-31,ham
1905,2015-07-31,whole milk
1905,2015-07-31,candy
2433,2015-07-31,soda
2433,2015-07-31,whole milk
2450,2015-07-31,whipped/sour cream
2450,2015-07-31,cream cheese
2516,2015-07-31,light bulbs
2516,2015-07-31,whole milk
2687,2015-07-31,sausage
2687,2015-07-31,sausage
2687,2015-07-31,rolls/buns
2687,2015-07-31,sweet spreads
2687,2015-07-31,instant coffee
2687,2015-07-31,fruit/vegetable juice
2687,2015-07-31,long life bakery product
2687,2015-07-31,shopping bags
2756,2015-07-31,sausage
2756,2015-07-31,rolls/buns
2756,2015-07-31,misc. beverages
2756,2015-07-31,processed cheese
2769,2015-07-31,flower soil/fertilizer
2769,2015-07-31,rolls/buns
2937,2015-07-31,whole milk
2937,2015-07-31,other vegetables
3292,2015-07-31,dishes
3292,2015-07-31,dessert
3651,2015-07-31,root vegetables
3651,2015-07-31,butter milk
3651,2015-07-31,shopping bags
3651,2015-07-31,cream cheese
3871,2015-07-31,bottled beer
3871,2015-07-31,tropical fruit
3938,2015-07-31,meat
3938,2015-07-31,other vegetables
4022,2015-07-31,chicken
4022,2015-07-31,yogurt
4187,2015-07-31,sausage
4187,2015-07-31,bottled beer
4266,2015-07-31,canned beer
4266,2015-07-31,sausage
4266,2015-07-31,butter
4266,2015-07-31,other vegetables
4266,2015-07-31,salty snack
4646,2015-07-31,other vegetables
4646,2015-07-31,bottled water
4816,2015-07-31,other vegetables
4816,2015-07-31,other vegetables
1391,2015-08-01,yogurt
1391,2015-08-01,chocolate
1517,2015-08-01,rolls/buns
1517,2015-08-01,rolls/buns
1678,2015-08-01,ham
1678,2015-08-01,onions
1729,2015-08-01,frankfurter
1729,2015-08-01,whole milk
1782,2015-08-01,coffee
1782,2015-08-01,napkins
1990,2015-08-01,citrus fruit
1990,2015-08-01,tropical fruit
2158,2015-08-01,rolls/buns
2158,2015-08-01,ham
2158,2015-08-01,whole milk
2158,2015-08-01,sliced cheese
2158,2015-08-01,whole milk
2158,2015-08-01,fruit/vegetable juice
2158,2015-08-01,pickled vegetables
2158,2015-08-01,misc. beverages
2652,2015-08-01,yogurt
2652,2015-08-01,pastry
2652,2015-08-01,kitchen towels
3062,2015-08-01,soda
3062,2015-08-01,rolls/buns
3176,2015-08-01,citrus fruit
3176,2015-08-01,dish cleaner
3176,2015-08-01,margarine
3518,2015-08-01,ham
3518,2015-08-01,brown bread
3549,2015-08-01,beef
3549,2015-08-01,misc. beverages
3764,2015-08-01,other vegetables
3764,2015-08-01,yogurt
3768,2015-08-01,berries
3768,2015-08-01,root vegetables
3768,2015-08-01,bottled water
3869,2015-08-01,sausage
3869,2015-08-01,herbs
4049,2015-08-01,chicken
4049,2015-08-01,tropical fruit
4049,2015-08-01,specialty chocolate
4049,2015-08-01,curd
4049,2015-08-01,citrus fruit
4049,2015-08-01,whole milk
4049,2015-08-01,semi-finished bread
4274,2015-08-01,bottled beer
4274,2015-08-01,whole milk
4671,2015-08-01,sausage
4671,2015-08-01,whole milk
4671,2015-08-01,rolls/buns
4688,2015-08-01,root vegetables
4688,2015-08-01,sausage
4688,2015-08-01,condensed milk
4688,2015-08-01,other vegetables
4688,2015-08-01,canned beer
4688,2015-08-01,white bread
4688,2015-08-01,hard cheese
4688,2015-08-01,frozen vegetables
4699,2015-08-01,frankfurter
4699,2015-08-01,whole milk
4699,2015-08-01,red/blush wine
4699,2015-08-01,rolls/buns
4787,2015-08-01,beef
4787,2015-08-01,frozen vegetables
4913,2015-08-01,beverages
4913,2015-08-01,other vegetables
4913,2015-08-01,brown bread
4982,2015-08-01,canned beer
4982,2015-08-01,pastry
4982,2015-08-01,butter
1256,2015-08-02,sausage
1256,2015-08-02,coffee
1618,2015-08-02,chicken
1618,2015-08-02,whole milk
1714,2015-08-02,whipped/sour cream
1714,2015-08-02,rolls/buns
1714,2015-08-02,soda
1865,2015-08-02,other vegetables
1865,2015-08-02,pip fruit
1865,2015-08-02,white bread
1992,2015-08-02,rolls/buns
1992,2015-08-02,seasonal products
1992,2015-08-02,other vegetables
1992,2015-08-02,white bread
2091,2015-08-02,ice cream
2091,2015-08-02,candy
2091,2015-08-02,canned beer
2171,2015-08-02,sausage
2171,2015-08-02,curd
2275,2015-08-02,yogurt
2275,2015-08-02,pet care
2504,2015-08-02,pork
2504,2015-08-02,condensed milk
2504,2015-08-02,oil
2728,2015-08-02,beef
2728,2015-08-02,root vegetables
2728,2015-08-02,butter milk
2760,2015-08-02,citrus fruit
2760,2015-08-02,other vegetables
2903,2015-08-02,tropical fruit
2903,2015-08-02,other vegetables
3156,2015-08-02,packaged fruit/vegetables
3156,2015-08-02,berries
3291,2015-08-02,tropical fruit
3291,2015-08-02,semi-finished bread
3401,2015-08-02,pork
3401,2015-08-02,condensed milk
3401,2015-08-02,bottled beer
3401,2015-08-02,other vegetables
3401,2015-08-02,candy
3583,2015-08-02,root vegetables
3583,2015-08-02,male cosmetics
3829,2015-08-02,citrus fruit
3829,2015-08-02,beef
3829,2015-08-02,coffee
4234,2015-08-02,chocolate
4234,2015-08-02,rolls/buns
4453,2015-08-02,sausage
4453,2015-08-02,frozen vegetables
4453,2015-08-02,specialty vegetables
4478,2015-08-02,UHT-milk
4478,2015-08-02,whole milk
4478,2015-08-02,newspapers
4478,2015-08-02,domestic eggs
4572,2015-08-02,UHT-milk
4572,2015-08-02,pip fruit
4655,2015-08-02,other vegetables
4655,2015-08-02,rolls/buns
4945,2015-08-02,other vegetables
4945,2015-08-02,butter
1133,2015-08-03,curd
1133,2015-08-03,domestic eggs
1513,2015-08-03,specialty bar
1513,2015-08-03,yogurt
1513,2015-08-03,napkins
1513,2015-08-03,other vegetables
1513,2015-08-03,chocolate
1613,2015-08-03,white wine
1613,2015-08-03,canned vegetables
1613,2015-08-03,flour
1862,2015-08-03,beef
1862,2015-08-03,other vegetables
2151,2015-08-03,rolls/buns
2151,2015-08-03,margarine
2151,2015-08-03,soda
2357,2015-08-03,onions
2357,2015-08-03,specialty cheese
2357,2015-08-03,canned fish
2563,2015-08-03,detergent
2563,2015-08-03,ham
2563,2015-08-03,whole milk
2563,2015-08-03,pip fruit
2864,2015-08-03,beverages
2864,2015-08-03,shopping bags
2939,2015-08-03,root vegetables
2939,2015-08-03,whole milk
2939,2015-08-03,bottled water
2939,2015-08-03,canned vegetables
2997,2015-08-03,other vegetables
2997,2015-08-03,soda
2999,2015-08-03,sausage
2999,2015-08-03,butter milk
2999,2015-08-03,meat spreads
3186,2015-08-03,ham
3186,2015-08-03,rolls/buns
3481,2015-08-03,citrus fruit
3481,2015-08-03,pork
3481,2015-08-03,root vegetables
3481,2015-08-03,dishes
3481,2015-08-03,curd
3481,2015-08-03,rolls/buns
3481,2015-08-03,candy
3481,2015-08-03,yogurt
3671,2015-08-03,dishes
3671,2015-08-03,whole milk
3671,2015-08-03,oil
3671,2015-08-03,onions
3675,2015-08-03,salty snack
3675,2015-08-03,white wine
3859,2015-08-03,dog food
3859,2015-08-03,curd
4035,2015-08-03,sausage
4035,2015-08-03,chicken
4035,2015-08-03,frozen vegetables
4035,2015-08-03,whole milk
4035,2015-08-03,packaged fruit/vegetables
4156,2015-08-03,salty snack
4156,2015-08-03,tropical fruit
4156,2015-08-03,bottled beer
4156,2015-08-03,rolls/buns
4156,2015-08-03,chocolate
4302,2015-08-03,tropical fruit
4302,2015-08-03,instant coffee
4302,2015-08-03,yogurt
4302,2015-08-03,salty snack
4413,2015-08-03,bottled beer
4413,2015-08-03,beverages
4648,2015-08-03,brown bread
4648,2015-08-03,bottled water
4688,2015-08-03,pip fruit
4688,2015-08-03,other vegetables
4702,2015-08-03,whole milk
4702,2015-08-03,dessert
1049,2015-08-04,white bread
1049,2015-08-04,candy
1432,2015-08-04,other vegetables
1432,2015-08-04,grapes
1557,2015-08-04,beef
1557,2015-08-04,hamburger meat
1574,2015-08-04,specialty chocolate
1574,2015-08-04,pork
1602,2015-08-04,sausage
1602,2015-08-04,whole milk
1863,2015-08-04,tropical fruit
1863,2015-08-04,pork
1863,2015-08-04,cream cheese
1863,2015-08-04,UHT-milk
1863,2015-08-04,butter milk
1894,2015-08-04,hamburger meat
1894,2015-08-04,frozen potato products
1894,2015-08-04,whole milk
1894,2015-08-04,citrus fruit
1894,2015-08-04,semi-finished bread
1894,2015-08-04,napkins
1934,2015-08-04,yogurt
1934,2015-08-04,bottled beer
1934,2015-08-04,rolls/buns
1934,2015-08-04,yogurt
1934,2015-08-04,sugar
1965,2015-08-04,hamburger meat
1965,2015-08-04,other vegetables
2220,2015-08-04,sausage
2220,2015-08-04,soda
2220,2015-08-04,bottled beer
2220,2015-08-04,yogurt
2271,2015-08-04,other vegetables
2271,2015-08-04,whole milk
2271,2015-08-04,rolls/buns
2271,2015-08-04,other vegetables
2271,2015-08-04,bottled water
2271,2015-08-04,whole milk
2271,2015-08-04,yogurt
2271,2015-08-04,other vegetables
2327,2015-08-04,pork
2327,2015-08-04,bottled water
2785,2015-08-04,shopping bags
2785,2015-08-04,whole milk
3219,2015-08-04,other vegetables
3219,2015-08-04,other vegetables
3219,2015-08-04,dishes
3790,2015-08-04,pastry
3790,2015-08-04,dish cleaner
4077,2015-08-04,pip fruit
4077,2015-08-04,other vegetables
4199,2015-08-04,soda
4199,2015-08-04,candles
4199,2015-08-04,rolls/buns
4249,2015-08-04,frankfurter
4249,2015-08-04,bottled water
4293,2015-08-04,coffee
4293,2015-08-04,sausage
4293,2015-08-04,bottled water
4293,2015-08-04,cream cheese
4540,2015-08-04,frankfurter
4540,2015-08-04,beverages
4567,2015-08-04,frankfurter
4567,2015-08-04,whole milk
4593,2015-08-04,margarine
4593,2015-08-04,rolls/buns
4750,2015-08-04,yogurt
4750,2015-08-04,whipped/sour cream
4801,2015-08-04,whole milk
4801,2015-08-04,butter milk
4801,2015-08-04,beverages
4813,2015-08-04,citrus fruit
4813,2015-08-04,specialty chocolate
1098,2015-08-05,tropical fruit
1098,2015-08-05,citrus fruit
1098,2015-08-05,yogurt
1098,2015-08-05,frankfurter
1098,2015-08-05,specialty chocolate
1098,2015-08-05,hard cheese
1098,2015-08-05,whole milk
1098,2015-08-05,canned beer
1113,2015-08-05,bottled beer
1113,2015-08-05,specialty bar
1113,2015-08-05,baking powder
1367,2015-08-05,other vegetables
1367,2015-08-05,beef
1367,2015-08-05,yogurt
1374,2015-08-05,chewing gum
1374,2015-08-05,rolls/buns
1884,2015-08-05,root vegetables
1884,2015-08-05,frozen potato products
1884,2015-08-05,onions
1884,2015-08-05,UHT-milk
2133,2015-08-05,soda
2133,2015-08-05,whole milk
2133,2015-08-05,shopping bags
2300,2015-08-05,frankfurter
2300,2015-08-05,long life bakery product
2346,2015-08-05,specialty cheese
2346,2015-08-05,meat
2346,2015-08-05,cat food
2346,2015-08-05,bottled beer
2346,2015-08-05,newspapers
2855,2015-08-05,canned beer
2855,2015-08-05,organic products
2855,2015-08-05,whole milk
2855,2015-08-05,frozen dessert
2855,2015-08-05,misc. beverages
3222,2015-08-05,shopping bags
3222,2015-08-05,citrus fruit
3222,2015-08-05,whole milk
3222,2015-08-05,sliced cheese
3459,2015-08-05,canned beer
3459,2015-08-05,sugar
3484,2015-08-05,canned beer
3484,2015-08-05,rolls/buns
3587,2015-08-05,root vegetables
3587,2015-08-05,pastry
4576,2015-08-05,root vegetables
4576,2015-08-05,UHT-milk
4576,2015-08-05,nuts/prunes
4576,2015-08-05,frankfurter
4576,2015-08-05,misc. beverages
4576,2015-08-05,whole milk
4576,2015-08-05,cream cheese
4576,2015-08-05,canned fish
1149,2015-08-06,soda
1149,2015-08-06,bottled beer
1149,2015-08-06,chicken
1149,2015-08-06,yogurt
1162,2015-08-06,canned beer
1162,2015-08-06,citrus fruit
1524,2015-08-06,UHT-milk
1524,2015-08-06,cream cheese
1524,2015-08-06,cream cheese
1524,2015-08-06,waffles
1582,2015-08-06,curd
1582,2015-08-06,shopping bags
1608,2015-08-06,whole milk
1608,2015-08-06,red/blush wine
1608,2015-08-06,shopping bags
1608,2015-08-06,cream cheese
1608,2015-08-06,canned beer
1934,2015-08-06,tropical fruit
1934,2015-08-06,grapes
1934,2015-08-06,sausage
1934,2015-08-06,grapes
1934,2015-08-06,fruit/vegetable juice
1934,2015-08-06,curd
1934,2015-08-06,other vegetables
1934,2015-08-06,whipped/sour cream
1954,2015-08-06,shopping bags
1954,2015-08-06,pork
1954,2015-08-06,canned fish
1954,2015-08-06,whole milk
1954,2015-08-06,onions
1954,2015-08-06,bottled beer
1954,2015-08-06,canned beer
2176,2015-08-06,whole milk
2176,2015-08-06,brown bread
2775,2015-08-06,pip fruit
2775,2015-08-06,grapes
3595,2015-08-06,bottled beer
3595,2015-08-06,other vegetables
3682,2015-08-06,cooking chocolate
3682,2015-08-06,oil
3739,2015-08-06,rolls/buns
3739,2015-08-06,whole milk
3739,2015-08-06,soda
3741,2015-08-06,butter milk
3741,2015-08-06,ham
3741,2015-08-06,whole milk
3741,2015-08-06,chicken
3741,2015-08-06,domestic eggs
3741,2015-08-06,shopping bags
3741,2015-08-06,chewing gum
3741,2015-08-06,shopping bags
3741,2015-08-06,white bread
3761,2015-08-06,citrus fruit
3761,2015-08-06,beverages
4019,2015-08-06,pork
4019,2015-08-06,sliced cheese
4287,2015-08-06,soda
4287,2015-08-06,root vegetables
4340,2015-08-06,pork
4340,2015-08-06,frozen fish
4494,2015-08-06,beef
4494,2015-08-06,frozen meals
4494,2015-08-06,white bread
4942,2015-08-06,sausage
4942,2015-08-06,chocolate
4942,2015-08-06,specialty chocolate
4942,2015-08-06,cocoa drinks
4967,2015-08-06,pip fruit
4967,2015-08-06,whole milk
1222,2015-08-07,canned beer
1222,2015-08-07,coffee
1421,2015-08-07,bottled beer
1421,2015-08-07,beverages
1421,2015-08-07,hard cheese
1421,2015-08-07,fruit/vegetable juice
1542,2015-08-07,pork
1542,2015-08-07,whole milk
1580,2015-08-07,other vegetables
1580,2015-08-07,pip fruit
1580,2015-08-07,domestic eggs
1659,2015-08-07,frankfurter
1659,2015-08-07,bottled water
1774,2015-08-07,domestic eggs
1774,2015-08-07,other vegetables
1799,2015-08-07,canned beer
1799,2015-08-07,other vegetables
1845,2015-08-07,other vegetables
1845,2015-08-07,root vegetables
1845,2015-08-07,mayonnaise
1915,2015-08-07,UHT-milk
1915,2015-08-07,soda
2156,2015-08-07,sausage
2156,2015-08-07,pip fruit
2156,2015-08-07,bottled water
2202,2015-08-07,turkey
2202,2015-08-07,newspapers
2202,2015-08-07,white wine
2493,2015-08-07,onions
2493,2015-08-07,sliced cheese
2840,2015-08-07,pork
2840,2015-08-07,rolls/buns
3183,2015-08-07,tropical fruit
3183,2015-08-07,rolls/buns
3183,2015-08-07,fruit/vegetable juice
3203,2015-08-07,citrus fruit
3203,2015-08-07,pet care
3229,2015-08-07,cat food
3229,2015-08-07,curd
3229,2015-08-07,bottled water
3229,2015-08-07,frozen vegetables
3229,2015-08-07,tea
3793,2015-08-07,root vegetables
3793,2015-08-07,whole milk
3793,2015-08-07,newspapers
3872,2015-08-07,pork
3872,2015-08-07,brown bread
4114,2015-08-07,frankfurter
4114,2015-08-07,salty snack
4114,2015-08-07,house keeping products
4210,2015-08-07,chicken
4210,2015-08-07,other vegetables
4437,2015-08-07,pastry
4437,2015-08-07,chewing gum
4482,2015-08-07,dishes
4482,2015-08-07,shopping bags
4482,2015-08-07,hard cheese
4482,2015-08-07,other vegetables
4592,2015-08-07,domestic eggs
4592,2015-08-07,hamburger meat
4595,2015-08-07,yogurt
4595,2015-08-07,frozen meals
4706,2015-08-07,frozen meals
4706,2015-08-07,whole milk
1191,2015-08-08,hamburger meat
1191,2015-08-08,citrus fruit
1191,2015-08-08,specialty chocolate
1191,2015-08-08,other vegetables
1200,2015-08-08,citrus fruit
1200,2015-08-08,root vegetables
1593,2015-08-08,sausage
1593,2015-08-08,rolls/buns
1593,2015-08-08,rolls/buns
1613,2015-08-08,soda
1613,2015-08-08,cream cheese
1746,2015-08-08,pip fruit
1746,2015-08-08,bottled water
2176,2015-08-08,frozen meals
2176,2015-08-08,onions
2415,2015-08-08,newspapers
2415,2015-08-08,curd
2415,2015-08-08,turkey
2415,2015-08-08,curd
2415,2015-08-08,misc. beverages
2415,2015-08-08,bottled beer
2760,2015-08-08,frankfurter
2760,2015-08-08,tropical fruit
2862,2015-08-08,misc. beverages
2862,2015-08-08,long life bakery product
2903,2015-08-08,sausage
2903,2015-08-08,frankfurter
2903,2015-08-08,citrus fruit
2903,2015-08-08,bottled beer
2903,2015-08-08,soda
2903,2015-08-08,butter
2903,2015-08-08,oil
3207,2015-08-08,pip fruit
3207,2015-08-08,tropical fruit
3207,2015-08-08,frozen potato products
3207,2015-08-08,sweet spreads
3207,2015-08-08,chocolate
3207,2015-08-08,napkins
3207,2015-08-08,candles
3207,2015-08-08,seasonal products
3646,2015-08-08,soda
3646,2015-08-08,hard cheese
3691,2015-08-08,frankfurter
3691,2015-08-08,bottled water
3691,2015-08-08,shopping bags
3691,2015-08-08,finished products
3691,2015-08-08,yogurt
3691,2015-08-08,newspapers
3691,2015-08-08,tropical fruit
3691,2015-08-08,liquor (appetizer)
3691,2015-08-08,dog food
3709,2015-08-08,berries
3709,2015-08-08,pork
3709,2015-08-08,waffles
3709,2015-08-08,herbs
3709,2015-08-08,yogurt
3709,2015-08-08,specialty cheese
3709,2015-08-08,fruit/vegetable juice
3709,2015-08-08,long life bakery product
3818,2015-08-08,meat
3818,2015-08-08,sugar
3818,2015-08-08,margarine
3818,2015-08-08,cat food
4042,2015-08-08,meat
4042,2015-08-08,sausage
4042,2015-08-08,salty snack
4042,2015-08-08,white wine
4042,2015-08-08,frozen vegetables
4042,2015-08-08,beverages
4456,2015-08-08,sugar
4456,2015-08-08,coffee
4456,2015-08-08,cream cheese
4456,2015-08-08,bottled water
4499,2015-08-08,UHT-milk
4499,2015-08-08,tropical fruit
4643,2015-08-08,tidbits
4643,2015-08-08,dessert
4643,2015-08-08,cat food
4776,2015-08-08,citrus fruit
4776,2015-08-08,other vegetables
4776,2015-08-08,pip fruit
4776,2015-08-08,pork
4776,2015-08-08,soda
4776,2015-08-08,yogurt
4776,2015-08-08,herbs
4776,2015-08-08,red/blush wine
4828,2015-08-08,sparkling wine
4828,2015-08-08,whole milk
4828,2015-08-08,dessert
4828,2015-08-08,salt
4970,2015-08-08,pet care
4970,2015-08-08,pastry
1047,2015-08-09,sweet spreads
1047,2015-08-09,butter
1327,2015-08-09,rolls/buns
1327,2015-08-09,curd
1384,2015-08-09,pip fruit
1384,2015-08-09,specialty chocolate
1633,2015-08-09,condensed milk
1633,2015-08-09,pork
1633,2015-08-09,whole milk
1633,2015-08-09,pastry
1761,2015-08-09,rolls/buns
1761,2015-08-09,napkins
1761,2015-08-09,cream cheese
1761,2015-08-09,shopping bags
1983,2015-08-09,sausage
1983,2015-08-09,pastry
1983,2015-08-09,ice cream
2534,2015-08-09,pet care
2534,2015-08-09,bottled water
2534,2015-08-09,soda
2979,2015-08-09,rum
2979,2015-08-09,onions
3120,2015-08-09,meat
3120,2015-08-09,yogurt
3241,2015-08-09,chicken
3241,2015-08-09,root vegetables
3241,2015-08-09,whole milk
3241,2015-08-09,rolls/buns
3289,2015-08-09,tropical fruit
3289,2015-08-09,root vegetables
3289,2015-08-09,candy
3289,2015-08-09,yogurt
3289,2015-08-09,rolls/buns
4277,2015-08-09,sausage
4277,2015-08-09,root vegetables
4277,2015-08-09,soda
4503,2015-08-09,whole milk
4503,2015-08-09,bottled water
1024,2015-08-10,fish
1024,2015-08-10,root vegetables
1024,2015-08-10,tropical fruit
1024,2015-08-10,other vegetables
1155,2015-08-10,whole milk
1155,2015-08-10,house keeping products
1857,2015-08-10,pip fruit
1857,2015-08-10,long life bakery product
2128,2015-08-10,sausage
2128,2015-08-10,soda
2278,2015-08-10,shopping bags
2278,2015-08-10,coffee
2721,2015-08-10,cream cheese
2721,2015-08-10,frankfurter
2721,2015-08-10,root vegetables
2721,2015-08-10,yogurt
2743,2015-08-10,soda
2743,2015-08-10,specialty cheese
2743,2015-08-10,candy
2918,2015-08-10,whole milk
2918,2015-08-10,ham
3050,2015-08-10,whole milk
3050,2015-08-10,chocolate
3050,2015-08-10,roll products
3097,2015-08-10,berries
3097,2015-08-10,brown bread
3797,2015-08-10,other vegetables
3797,2015-08-10,other vegetables
4032,2015-08-10,other vegetables
4032,2015-08-10,sausage
4220,2015-08-10,tropical fruit
4220,2015-08-10,canned beer
4220,2015-08-10,detergent
4220,2015-08-10,bottled water
4531,2015-08-10,canned beer
4531,2015-08-10,brown bread
4531,2015-08-10,herbs
4531,2015-08-10,pastry
4643,2015-08-10,ice cream
4643,2015-08-10,photo/film
4643,2015-08-10,flour
4895,2015-08-10,canned beer
4895,2015-08-10,cereals
1551,2015-08-11,frankfurter
1551,2015-08-11,syrup
2108,2015-08-11,tropical fruit
2108,2015-08-11,yogurt
2129,2015-08-11,other vegetables
2129,2015-08-11,pork
2173,2015-08-11,chicken
2173,2015-08-11,long life bakery product
2270,2015-08-11,whole milk
2270,2015-08-11,hygiene articles
2379,2015-08-11,hamburger meat
2379,2015-08-11,yogurt
2452,2015-08-11,beef
2452,2015-08-11,chicken
2452,2015-08-11,butter milk
2452,2015-08-11,canned beer
2452,2015-08-11,processed cheese
2452,2015-08-11,shopping bags
2527,2015-08-11,domestic eggs
2527,2015-08-11,whole milk
2527,2015-08-11,rice
2680,2015-08-11,citrus fruit
2680,2015-08-11,sweet spreads
2683,2015-08-11,rolls/buns
2683,2015-08-11,soda
2683,2015-08-11,soda
2683,2015-08-11,flower (seeds)
2952,2015-08-11,citrus fruit
2952,2015-08-11,bottled beer
2952,2015-08-11,butter milk
2964,2015-08-11,finished products
2964,2015-08-11,ice cream
2964,2015-08-11,tropical fruit
2964,2015-08-11,whole milk
3206,2015-08-11,soap
3206,2015-08-11,rum
3568,2015-08-11,dessert
3568,2015-08-11,meat
3812,2015-08-11,whipped/sour cream
3812,2015-08-11,soda
4117,2015-08-11,pot plants
4117,2015-08-11,citrus fruit
